Track Name,Album_Name,Song_Type,Artist Name(s),Language,Release Year,Mood,Genre_category,Duration (mins),Popularity,Stream Category,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Hellallallo ,Peddi,Movie,A.R. Rahman;Rakshita Suresh;Anantha Sreeram,Telugu,2026,Energetic,Dance,3.8,69,Medium,T-Series,0.779,0.695,-6.045,0.046,0.0293,0.00000111,0.0629,0.507,124.963
Rara Dheevara ,Swayambhu,Movie,Santhosh Venky;Ravi Basrur;Ramajogayya Sastry,Telugu,2026,Energetic,Dance,3.79,56,Medium,Times Music,0.622,0.958,-4.997,0.0858,0.0218,0.000557,0.632,0.347,129.986
Yetta Yetta ,Lenin,Movie,Thaman S;Sri Krishna;Bhaskarabhatla,Telugu,2026,Energetic,Dance,3.39,57,Medium,T-Series,0.571,0.886,-3.25,0.227,0.587,0.00000157,0.0499,0.928,172.272
Kamsahamnida ,Korean Kanakaraju,Movie,Sid Sriram;Thaman S;Kasarla Shyam,Telugu,2026,Happy,Pop,3.22,57,Medium,T-Series,0.862,0.674,-4.483,0.197,0.497,0.000412,0.257,0.728,115.008
Chamiki ,Youth - Telugu,Movie,G. V. Prakash;Ken Karunaas;Bhaskarabhatla,Telugu,2026,Energetic,Dance,2.86,72,Medium,GV Prakash,0.86,0.528,-8.627,0.19,0.699,0,0.0878,0.861,129.977
Sancharame ,EPIC - First Semester,Movie,Hesham Abdul Wahab;Gorati Venkanna,Telugu,2026,Happy,Pop,3.14,59,Medium,Aditya Music (India) Pvt Ltd,0.596,0.761,-7.444,0.0529,0.196,0.0000411,0.611,0.72,90.124
Rai Rai Raa Raa ,Peddi,Movie,A.R. Rahman;Anantha Sreeram,Telugu,2026,Energetic,Dance,4.43,70,Medium,T-Series,0.826,0.918,-4.875,0.0537,0.0379,0.0000299,0.106,0.822,128.016
Endhayya Saami ,Ranabaali,Movie,Shweta Mohan;Ajay Gogavale;Ramajogayya Sastry;Ajay-Atul,Telugu,2026,Energetic,Dance,1.32,62,Medium,T-Series,0.737,0.325,-10.678,0.0399,0.854,0.000401,0.107,0.933,134.926
Rubaroo ,Dacoit,Movie,Bheems Ceciroleo;Chinmayi;Bhaskarabhatla,Telugu,2026,Romantic,Soul,3.27,70,Medium,Sony Music Entertainment India Pvt. Ltd.,0.588,0.472,-8.711,0.0321,0.562,0.00000292,0.0973,0.361,119.96
Aaya Sher ,The Paradise,Movie,Anirudh Ravichander;Jangi Reddy;Arjun Chandy;Kasarla Shyam,Telugu,2026,Energetic,Dance,4.78,79,High,Saregama India Ltd,0.707,0.956,-4.537,0.154,0.126,0.000686,0.263,0.33,133.022
Aura of Ustaad ,Ustaad Bhagat Singh,Movie,Devi Sri Prasad;S.P. Abhishek;The Indian Choral Ensemble;Chandra Bose,Telugu,2026,Energetic,Dance,4.17,51,Medium,Sony Music Entertainment India Pvt. Ltd.,0.759,0.931,-8.12,0.13,0.255,0.00926,0.13,0.567,108.026
Thippukuntannav ,Band Melam,Movie,Vijai Bulganin;Ramu Rathod;Aditi Bhavaraju;Chandra Bose,Telugu,2026,Happy,Pop,3.71,57,Medium,Aditya Music (India) Pvt Ltd,0.893,0.835,-6.532,0.0706,0.393,0.00371,0.108,0.839,129.972
Nache Nache ,The RajaSaab,Movie,Thaman S;Nakash Aziz;Brinda;Farooq Qaiser;Raqueeb Alam;Usha Uthup,Telugu,2026,Happy,Pop,4.39,57,Medium,Saregama India Ltd,0.761,0.815,-4.662,0.0701,0.218,0.776,0.321,0.588,122.007
Vaammo Vaayyo ,Bhartha Mahasayulaku Wignyapthi,Movie,Bheems Ceciroleo;Swathi Reddy UK;Dev Pawar,Telugu,2026,Happy,Pop,3.03,63,Medium,Saregama India Ltd,0.788,0.947,-6.504,0.0929,0.617,0.00604,0.0699,0.78,90.022
Mega Victory Mass Song ,Mana ShankaraVaraPrasad Garu - Pandagaki Vasthunnaru,Movie,Bheems Ceciroleo;Nakash Aziz;Vishal Dadlani;Kasarla Shyam,Telugu,2025,Energetic,Dance,3.28,64,Medium,T-Series,0.699,0.87,-5.312,0.0809,0.349,0.00000455,0.359,0.702,145.983
Dacoit Kannepettaro Mix ,Dacoit,Movie,Raj-Koti;Gyaani;S. P. Balasubrahmanyam;Bhuvana Chandra,Telugu,2025,Energetic,Dance,1.31,63,Medium,Aditya Music (India) Pvt Ltd,0.57,0.8,-6.824,0.0401,0.091,0.711,0.131,0.0404,99.942
Sahana Sahana ,The Rajasaab,Movie,Thaman S;Vishal Mishra;Sruthi Ranjani;Krishna Kanth,Telugu,2025,Romantic,Soul,4.38,70,Medium,T-Series,0.807,0.828,-3.404,0.108,0.424,0.0000415,0.0786,0.762,98.999
Dekhlenge Saala ,Ustaad Bhagat Singh,Movie,Devi Sri Prasad;Vishal Dadlani;Haripriya;Bhaskarabhatla,Telugu,2025,Energetic,Dance,4.03,61,Medium,Sony Music Entertainment India Pvt. Ltd.,0.877,0.742,-6.854,0.208,0.277,0.00623,0.264,0.86,98.004
Addham Mundhu ,Bhartha Mahasayulaku Wignyapthi,Movie,Bheems Ceciroleo;Chandra Bose;Kapil Kapilan;Shreya Ghoshal,Telugu,2025,Energetic,Dance,3.85,48,Medium,Saregama India Ltd,0.725,0.761,-5.39,0.0978,0.832,0,0.0857,0.881,142.492
Sallangundaale ,Champion,Movie,Mickey J. Meyer;Ritesh G Rao;Manisha Eerabathini;Chandra Bose,Telugu,2025,Energetic,Dance,5.46,39,Low,Sony Music Entertainment India Pvt. Ltd.,0.778,0.651,-9.572,0.104,0.701,0.0000106,0.118,0.844,109.99
Sasirekha ,Mana ShankaraVaraprasad Garu - Pandagaki Vasthunnaru,Movie,Bheems Ceciroleo;Madhupriya;Anantha Sreeram,Telugu,2025,Happy,Pop,4.02,61,Medium,T-Series,0.767,0.675,-7.383,0.105,0.396,0.00000143,0.197,0.436,132.044
Bella Bella ,Bhartha Mahasayulaku Wignyapthi,Movie,Bheems Ceciroleo;Nakash Aziz;Rohini Soratt;Suresh Gangula;Ravi Teja,Telugu,2025,Happy,Pop,3.64,52,Medium,Saregama India Ltd,0.926,0.881,-5.707,0.131,0.153,0,0.0295,0.819,120.073
Bhimavaram Balma ,Anaganaga Oka Raju,Movie,Mickey J. Meyer;Naveen Polishetty;Nutana Mohan;Chandra Bose,Telugu,2025,Happy,Pop,2.8,62,Medium,Aditya Music (India) Pvt Ltd,0.721,0.897,-7.781,0.0602,0.188,0,0.765,0.815,82.504
Gira Gira Gingiraagirey ,Champion,Movie,Mickey J. Meyer;Ram Miriyala;Kasarla Shyam,Telugu,2025,Energetic,Dance,4.72,71,Medium,Sony Music Entertainment India Pvt. Ltd.,0.707,0.743,-9.439,0.0705,0.76,0.0000575,0.0952,0.743,88.995
Rebel Saab ,The Rajasaab,Movie,Thaman S;Sanjith Hegde;Blaaze;Ramajogayya Sastry,Telugu,2025,Energetic,Dance,3.68,67,Medium,T-Series,0.813,0.881,-3.207,0.175,0.541,0.000628,0.389,0.866,112.355
GlobeTrotter ,Varanasi,Movie,M. M. Keeravaani;Shruti Haasan;Kala Bhairava;Chaitanya Prasad,Telugu,2025,Energetic,Dance,3.59,63,Medium,T-Series,0.546,0.851,-4.271,0.149,0.0513,0.00115,0.27,0.201,119.904
Chikiri Chikiri ,Peddi,Movie,A.R. Rahman;Mohit Chauhan;Balaji,Telugu,2025,Happy,Pop,4.55,76,High,T-Series,0.809,0.754,-7.036,0.103,0.14,0.00000198,0.163,0.745,114.945
Singaaraala Seethaakoka ,Parasakthi,Movie,G. V. Prakash;L. V. Revanth;Dhee;Bhaskarabhatla,Telugu,2025,Energetic,Dance,4.17,39,Low,Saregama India Ltd,0.675,0.669,-5.97,0.205,0.664,0,0.134,0.856,93.821
Rambai Neemeeda Naku ,Raju Weds Rambai,Movie,Suresh Bobbili;Anurag Kulkarni;Jayasri Pallem;Mittapalli Surendar,Telugu,2025,Happy,Pop,3.41,63,Medium,Aditya Music (India) Pvt Ltd,0.548,0.67,-6.413,0.217,0.607,0,0.226,0.66,103.025
Chinni Gundelo ,Andhra King Taluka,Movie,Vivek - Mervin;Mervin Solomon;Satya Yamini;Krishna Kanth,Telugu,2025,Romantic,Soul,2.9,70,Medium,T-Series,0.577,0.648,-7.42,0.0676,0.532,0.000262,0.0966,0.711,170.015
Nee Gunde Lona ,Dude,Movie,Sai Abhyankkar;Jonita Gandhi;Ramajogayya Sastry,Telugu,2025,Calm,Acoustic,4.57,64,Medium,Think Music,0.338,0.364,-12.241,0.0503,0.64,0.0000306,0.137,0.352,173.697
Singari  ,Dude,Movie,Sai Abhyankkar;Ramajogayya Sastry,Telugu,2025,Happy,Pop,3.47,69,Medium,Think Music,0.809,0.733,-6.307,0.107,0.161,0,0.223,0.815,119.964
Meesaala Pilla ,Mana Shankaravaraprasad Garu - Pandagaki Vasthunnaru,Movie,Bheems Ceciroleo;Udit Narayan;Shweta Mohan;Bhaskarabhatla,Telugu,2025,Happy,Pop,3.78,66,Medium,T-Series,0.907,0.626,-6.999,0.0924,0.639,0.0000128,0.309,0.799,134.769
Guns and Roses ,They Call Him OG,Movie,Thaman S;Harsha Darivemula,Telugu,2025,Energetic,Dance,4.22,63,Medium,Sony Music Entertainment India Pvt. Ltd.,0.679,0.964,-2.088,0.124,0.194,0.00495,0.297,0.492,93.021
Boom Boom ,Dude,Movie,Sai Abhyankkar;Bhumi;Deepthi Suresh;Sanapati Bharadwaj Patrudu,Telugu,2025,Happy,Pop,4,69,Medium,Think Music,0.68,0.659,-8.234,0.0875,0.328,0,0.21,0.601,129.984
Ningi Thaara,Madharaasi ,Movie,Anirudh Ravichander;Ravi G;Vivek,Telugu,2025,Energetic,Dance,3.92,73,Medium,Times Music,0.62,0.699,-6.65,0.0494,0.586,0.000108,0.151,0.591,79.368
Suvvi Suvvi ,They Call Him OG,Movie,Thaman S;Sruthi Ranjani;Kalyan Chakravarthy Tripuraneni,Telugu,2025,Happy,Pop,4.59,63,Medium,Sony Music Entertainment India Pvt. Ltd.,0.612,0.501,-7.087,0.0286,0.875,0.0115,0.0886,0.494,117.003
Powerhouse,Coolie ,Movie,Anirudh Ravichander;Arivu;Rambabu Gosala,Telugu,2025,Energetic,Dance,3.44,42,Medium,Sun Pictures,0.727,0.959,-4.442,0.12,0.0357,0.00000111,0.334,0.858,168.99
Onam ,K-Ramp,Movie,Chaitan Bharadwaj;Sahithi Chaganti;Surendra Krishna,Telugu,2025,Happy,Pop,3.25,51,Medium,Aditya Music (India) Pvt Ltd,0.773,0.823,-7.236,0.0682,0.0104,0.00224,0.0986,0.364,137.983
Firestorm ,They Call Him OG,Movie,Thaman S;Silambarasan TR;Raja Kumari;Deepak Blue,Telugu,2025,Energetic,Dance,4.01,67,Medium,Sony Music Entertainment India Pvt. Ltd.,0.641,0.969,-2.794,0.0746,0.462,0.000168,0.125,0.506,97.046
Mallika Gandha ,Telusu Kada,Movie,Thaman S;Sid Sriram;Krishna Kanth,Telugu,2025,Romantic,Soul,4.35,64,Medium,Tips Music Limited,0.751,0.826,-3.381,0.0364,0.679,0.0000342,0.147,0.673,114.906
Vibe Undi ,Mirai,Movie,GowraHari;Armaan Malik;Krishna Kanth,Telugu,2025,Happy,Pop,3.37,63,Medium,Tips Music Limited,0.866,0.9,-5.054,0.127,0.0234,0.0000961,0.0565,0.438,107.923
Nuvvunte Chaley ,Andhra King Taluka,Movie,Vivek - Mervin;Anirudh Ravichander;Ram Pothineni,Telugu,2025,Happy,Pop,4,68,Medium,T-Series,0.336,0.633,-7.505,0.0514,0.488,0,0.163,0.263,90.03
Anna Antene ,Kingdom,Movie,Anirudh Ravichander;Krishna Kanth,Telugu,2025,Energetic,Dance,4.27,47,Medium,Aditya Music (India) Pvt Ltd,0.455,0.455,-4.626,0.0284,0.504,0,0.0908,0.256,149.906
Monica ,Coolie,Movie,Anirudh Ravichander;Sublahshini;Krishna Kanth,Telugu,2025,Happy,Pop,3.14,69,Medium,Sun Pictures,0.811,0.798,-4.037,0.214,0.0644,0.0000684,0.0526,0.586,140.257
Viral Vayyari ,Junior,Movie,Devi Sri Prasad;Haripriya;Kalyan Chakravarthy,Telugu,2025,Happy,Pop,4.41,64,Medium,Aditya Music (India) Pvt Ltd,0.876,0.655,-7.119,0.197,0.117,0.00218,0.159,0.433,82.524
Naa Koduka ,Kuberaa,Movie,Devi Sri Prasad;Sinduri Vishal,Telugu,2025,Energetic,Dance,4.33,49,Medium,Aditya Music (India) Pvt Ltd,0.879,0.318,-11.679,0.0598,0.478,0,0.0945,0.626,94.954
Andhamaa Andhamaa,8 Vasantalu,Movie,Hesham Abdul Wahab;Aavani Malhar;Vanamali,Telugu,2025,Romantic,Soul,4.61,42,Medium,T-Series,0.482,0.705,-7.233,0.0685,0.668,0.000766,0.209,0.327,171.76
Hridayam Lopala ,Kingdom,Movie,Anirudh Ravichander;Anumita Nadesan;Krishna Kanth,Telugu,2025,Romantic,Soul,3.67,55,Medium,Aditya Music,0.695,0.871,-6.081,0.0406,0.102,0.0503,0.0941,0.299,120.029
Thanu ,Hit - 3,Movie,Mickey J. Meyer;Anirudh Ravichander;Raghav,Telugu,2025,Romantic,Soul,4.15,52,Medium,Saregama India Ltd,0.428,0.396,-8.083,0.0296,0.0393,0.0000174,0.126,0.373,167.659
Poyiraa Mama ,Kuberaa,Movie,Devi Sri Prasad;Dhanush;Bhaskarabhatla,Telugu,2025,Energetic,Dance,4.05,51,Medium,Aditya Music,0.741,0.589,-7.395,0.151,0.231,0.00000525,0.155,0.455,77.509
Tu Mera Lover ,Mass Jathara,Movie,Bheems Ceciroleo;Chakri;Bhaskarabhatla,Telugu,2025,Happy,Pop,3.96,49,Medium,Aditya Music,0.77,0.836,-2.852,0.0732,0.226,0,0.0749,0.613,133.986
Golden Sparrow ,Jaabilamma Neeku Antha Kopama ,Movie,G. V. Prakash;Rambabu Gosala;Aswin Satya;Sudheesh Sasikumar;Sublahshini,Telugu,2025,Happy,Pop,3.84,51,Medium,Wunderbar Films,0.679,0.863,-6.262,0.195,0.361,0.000321,0.0823,0.759,112.482
Yedhee ,Jaabilamma Neeku Antha Kopama ,Movie,G. V. Prakash;Rambabu Gosala;Amal C Ajith;Sruthy Sivadas,Telugu,2025,Happy,Pop,3.37,56,Medium,Wunderbar Films,0.379,0.606,-7.459,0.0513,0.251,0,0.567,0.379,203.34
Prema Velluva ,Hit - 3,Movie,Mickey J. Meyer;Sid Sriram;Nutana Mohan;Krishna Kanth,Telugu,2025,Romantic,Soul,4.2,66,Medium,Saregama India Ltd,0.491,0.741,-8.448,0.0454,0.239,0,0.243,0.347,144.832
Adhi Dha Surprisu ,Robinhood,Movie,G. V. Prakash;Neeti Mohan;Anurag Kulkarni,Telugu,2025,Happy,Pop,3.82,61,Medium,Sony Music Entertainment India Pvt. Ltd.,0.633,0.774,-5.803,0.266,0.131,0.00000457,0.233,0.582,112.417
Premalo ,Court,Movie,Vijai Bulganin;Anurag Kulkarni;Sameera Bharadwaj;Purnachary,Telugu,2025,Romantic,Soul,5.52,67,Medium,Saregama India Ltd,0.616,0.704,-7.054,0.0581,0.424,0.00000204,0.116,0.704,140.861
Shiva Shiva Shankaraa ,Kannappa,Movie,Vijay Prakash;Stephen Devassy;Ramajogayya Sastry,Telugu,2025,Energetic,Dance,5.7,50,Medium,T-Series,0.496,0.601,-7.15,0.0712,0.302,0.0000113,0.104,0.604,110.991
Neevalle ,Tribanadhari Barbarik,Movie,Infusion Band;Sid Sriram;Raghu Ram,Telugu,2025,Happy,Pop,4.01,0,Low,Aditya Music,0.282,0.648,-6.232,0.115,0.166,0,0.201,0.459,179.621
Hilesso Hilessa ,Thandel,Movie,Devi Sri Prasad;Nakash Aziz;Shreya Ghoshal;Sreemani,Telugu,2025,Romantic,Soul,3.49,59,Medium,Aditya Music,0.952,0.511,-9.419,0.0607,0.576,0.000227,0.0836,0.697,116.004
Madhuvaramae ,Return of the Dragon,Movie,Leon James;Sarath Santosh;Srinisha Jayaseelan,Telugu,2025,Energetic,Dance,3.64,65,Medium,Think Music,0.64,0.877,-5.872,0.106,0.226,0.00000296,0.26,0.741,104.746
NaaNaa Hyraanaa,Game Changer ,Movie,Thaman S;Karthik;Shreya Ghoshal;Saraswati Putra Ramajogayya Sastry,Telugu,2025,Energetic,Dance,4.55,58,Medium,Saregama India Ltd,0.744,0.62,-7.949,0.0366,0.743,0.00628,0.277,0.382,97.976
Dabidi Dibidi ,Daaku Maharaaj,Movie,Thaman S;Kumara Vagdevi;Kasarla Shyam,Telugu,2025,Energetic,Dance,4.03,62,Medium,Aditya Music,0.81,0.818,-6.091,0.187,0.134,0.0000411,0.0536,0.571,140.04
Swathi Reddy ,Mad Square,Movie,Bheems Ceciroleo;Swathi Reddy UK;Suresh Gangula,Telugu,2024,Happy,Pop,3.49,60,Medium,Aditya Music,0.802,0.917,-4.102,0.234,0.525,0.0000187,0.338,0.849,83.457
Chinni ,Daaku Maharaaj,Movie,Thaman S;Vishal Mishra;Anantha Sriram,Telugu,2024,Romantic,Soul,3.68,40,Medium,Aditya Music,0.772,0.469,-8.557,0.0406,0.441,0.000194,0.0842,0.616,94.973
Meenu ,Sankranthiki Vasthunam,Movie,Bheems Ceciroleo;Pranavi Acharya;Anantha Sreeram,Telugu,2024,Romantic,Soul,4.76,53,Medium,T-Series,0.812,0.765,-4.81,0.176,0.618,0.0000147,0.092,0.679,104.027
Kissik ,Pushpa 2 The Rule [TELUGU],Movie,Sublahshini;Devi Sri Prasad;Chandra Bose,Telugu,2024,Energetic,Dance,4.13,55,Medium,T-Series,0.874,0.831,-6.341,0.114,0.321,0.292,0.0543,0.727,132.012
Gango Renuka Thalli,Pushpa 2 The Rule [TELUGU],Movie,Mahalingam;Devi Sri Prasad;Chandra Bose,Telugu,2024,Energetic,Dance,3.47,51,Medium,T-Series,0.673,0.854,-10.147,0.111,0.639,0.00000335,0.185,0.557,108.145
Godari Gattu Meedha ,Sankranthiki Vasthunam,Movie,Ramana Gogula;Madhupriya;Bheems Ceciroleo;Bhaskarabhatla,Telugu,2024,Happy,Pop,4.17,65,Medium,T-Series,0.883,0.803,-6.614,0.114,0.31,0.0000295,0.0662,0.864,139.98
Peelings ,Pushpa 2 The Rule,Movie,Shankarr Babu Kandukoori;Laxmi Dasa;Devi Sri Prasad;Chandra Bose;Siju Thuravoor,Telugu,2024,Romantic,Soul,4.12,62,Medium,T-Series,0.808,0.777,-7.329,0.0743,0.38,0.000207,0.0732,0.903,137.929
Bujji Thalli ,Thandel,Movie,Devi Sri Prasad;Javed Ali;Sreemani,Telugu,2024,Romantic,Soul,4.15,64,Medium,Aditya Music,0.436,0.604,-8.901,0.127,0.414,0.000146,0.254,0.676,155.777
Nijamaa Kalaa ,Lucky Baskhar,Movie,G. V. Prakash;Sreemani;Krishna Tejasvi,Telugu,2024,Romantic,Soul,3.79,52,Medium,Aditya Music,0.557,0.417,-11.149,0.0485,0.587,0.0000108,0.149,0.119,160.038
Dheema ,Love Insurance Kompany,Movie,Anirudh Ravichander;Vignesh Shivan,Telugu,2024,Romantic,Soul,3.92,67,Medium,Sony Music Entertainment India Pvt. Ltd.,0.271,0.502,-7.733,0.0334,0.375,0,0.108,0.194,98.092
Hey Rangule ,Amaran,Movie,G. V. Prakash;Ramya Behara;Anurag Kulkarni;Ramajogayya Sastry,Telugu,2024,Energetic,Dance,3.83,63,Medium,Saregama India Ltd,0.682,0.588,-8.718,0.0474,0.324,0.00000983,0.412,0.466,106.037
Nuvve Naku Lokam ,Janaka Ayithe Ganaka,Movie,Karthik;Vijai Bulganin;Krishna Kanth,Telugu,2024,Romantic,Soul,4.11,56,Medium,T-Series,0.72,0.526,-8.239,0.0396,0.773,0.0000662,0.144,0.674,119.942
Daavudi ,Devara Part 1,Movie,Nakash Aziz;AKASA;Anirudh Ravichander,Telugu,2024,Energetic,Dance,3.82,64,Medium,T-Series,0.801,0.747,-7.035,0.251,0.0352,0.00278,0.0508,0.576,143.001
Chuttamalle ,Devara Part 1,Movie,Shilpa Rao;Anirudh Ravichander;Ramajogayya Sastry,Telugu,2024,Romantic,Soul,3.7,74,Medium,T-Series,0.677,0.623,-7.404,0.0797,0.136,0.00000524,0.161,0.616,145.56
Srimathi Garu ,Lucky Baskhar,Movie,G. V. Prakash;Vishal Mishra;Shweta Mohan;Sreemani,Telugu,2024,Romantic,Soul,3.71,59,Medium,Aditya Music,0.701,0.374,-12.864,0.0311,0.59,0,0.426,0.519,107.443
Aa Rojulu Malli Raavu ,Committee Kurrollu,Movie,Karthik;Anudeep Dev;Krishna Kanth,Telugu,2024,Calm,Acoustic,4.22,48,Medium,T-Series,0.72,0.477,-7.751,0.0334,0.753,0,0.406,0.497,120.074
Sooseki ,Pushpa 2 The Rule,Movie,Shreya Ghoshal;Devi Sri Prasad;Chandra Bose,Telugu,2024,Energetic,Dance,4.34,58,Medium,T-Series,0.785,0.709,-6.953,0.0808,0.221,0.00000328,0.144,0.818,95.04
Madam Sir Madam Anthe ,Maruthi Nagar Subramanyam,Movie,Sid Sriram;Kalyan Nayak;Bhaskarabhatla,Telugu,2024,Happy,Pop,3.33,59,Medium,Lidhaa Music,0.734,0.827,-4.918,0.0781,0.63,0,0.242,0.652,94.97
Cheli Kasiresthunna,Love Guru ,Movie,Barath Dhanasekar;Abhijith Anilkumar,Telugu,2024,Romantic,Soul,5.24,57,Medium,Think Music,0.511,0.576,-6.359,0.0309,0.421,0,0.169,0.438,155.973
Anuvanuvuu,Om Bheem Bush,Movie,Sunny M.R.;Arijit Singh;Krishna Kanth,Telugu,2024,Happy,Pop,3.53,5,Low,Aditya Music,0.228,0.551,-8.947,0.0467,0.851,0.0000481,0.126,0.246,178.083
Kalyani Vaccha Vacchaa ,The Family Star,Movie,Mangli;Karthik;Gopi Sundar,Telugu,2024,Romantic,Soul,3.35,50,Medium,T-Series,0.731,0.687,-7.931,0.0518,0.39,0.000131,0.139,0.527,107.162
Nijame Ne Chebutunna,Ooru Peru Bhairavakona,Movie,Shekar Chandra;Sid Sriram;Sreemani,Telugu,2024,Romantic,Soul,3.58,2,Low,Aditya Music,0.706,0.508,-9.322,0.0319,0.654,0.000014,0.237,0.491,99.013
Kurchi Madathapetti ,Guntur Kaaram,Movie,Thaman S;Sri Krishna;Sahithi Chaganti;Mahesh Babu;Saraswati Putra Ramajogayya Sastry,Telugu,2023,Energetic,Dance,3.61,67,Medium,Aditya Music,0.748,0.958,-5.737,0.129,0.625,0.248,0.0685,0.864,165.043
Adigaa,Hi Nanna,Movie,Karthik,Telugu,2023,Romantic,Soul,3.5,61,Medium,T-Series,0.579,0.254,-11.145,0.0286,0.911,0.0000971,0.116,0.345,94.044
Oh My Baby ,Guntur Kaaram,Movie,Thaman S;Shilpa Rao;Saraswati Putra Ramajogayya Sastry,Telugu,2023,Happy,Pop,2.61,61,Medium,Aditya Music,0.881,0.734,-5.942,0.0528,0.762,0.000231,0.197,0.792,115.062
Evarevaro,ANIMAL ,Movie,Vishal Mishra;Anantha Sreeram,Telugu,2023,Romantic,Soul,4.17,62,Medium,T-Series,0.474,0.452,-9.176,0.0396,0.762,0.00000158,0.102,0.253,76.942
Ramana Aei,Guntur Kaaram,Movie,Thaman S;Kanakavva;Mahesh Babu,Telugu,2023,Happy,Pop,2.58,1,Low,Aditya Music,0.693,0.885,-4.039,0.153,0.302,0.0000053,0.106,0.726,145.14
Dum Masala ,Guntur Kaaram,Movie,Thaman S;Sanjith Hegde;Saraswati Putra Ramajogayya Sastry,Telugu,2023,Energetic,Dance,3.45,58,Medium,Aditya Music,0.779,0.884,-7.333,0.0696,0.473,0.0000497,0.219,0.82,98.974
Sammohanuda,Rules Ranjann,Movie,Shreya Ghoshal,Telugu,2023,Romantic,Soul,3.32,42,Medium,T-Series,0.768,0.77,-7.879,0.237,0.655,0,0.109,0.585,105.103
Sweety,Race Gurram,Movie,Siddharth Mahadevan;Rabbit Mac;Thaman S;Varikuppala Yadagiri,Telugu,2023,Happy,Pop,4.42,66,Medium,MRT Music,0.748,0.55,-10.285,0.0685,0.745,0.0149,0.373,0.784,88.973
Ammayi ,ANIMAL,Movie,Raghav Chaitanya;Anantha Sreeram;Pritam,Telugu,2023,Happy,Pop,4.59,60,Medium,T-Series,0.412,0.694,-5.002,0.0323,0.66,0.000014,0.224,0.689,187.911
Gaaju Bomma ,Hi Nanna,Movie,Hesham Abdul Wahab,Telugu,2023,Romantic,Soul,4.44,50,Medium,T-Series,0.369,0.348,-9.686,0.0305,0.956,0.0000148,0.202,0.379,159.869
Uyyaalo Uyyaala ,Bhagavanth Kesari,Movie,Thaman S;S.P. Charan,Telugu,2023,Happy,Pop,4.29,35,Low,Times Music,0.656,0.698,-6.702,0.0724,0.482,0.00000183,0.132,0.787,146.368
Samayama ,Hi Nanna,Movie,Anurag Kulkarni;Sithara Krishnakumar;Hesham Abdul Wahab,Telugu,2023,Romantic,Soul,3.4,61,Medium,T-Series,0.706,0.751,-5.196,0.0445,0.623,0,0.0733,0.5,112.962
Nuvu Simhame,AGR ,Movie,A.R. Rahman;Anurag Kulkarni,Telugu,2023,Energetic,Dance,4.07,49,Medium,Sony Music Entertainment India Pvt. Ltd.,0.604,0.501,-9.039,0.0331,0.43,0.0000091,0.196,0.51,142.27
Na Roja Nuvve,Kushi ,Movie,Hesham Abdul Wahab,Telugu,2023,Romantic,Soul,4.04,44,Medium,Saregama India Ltd,0.668,0.687,-6.546,0.038,0.31,0,0.0679,0.68,95.025
Suttamla Soosi,Gangs Of Godavari,Movie,Yuvan Shankar Raja;Anurag Kulkarni;Sri Harsha Emani,Telugu,2023,Happy,Pop,3.37,56,Medium,Aditya Music,0.746,0.712,-7.197,0.0557,0.0544,0,0.585,0.804,121.954
Aradhya ,Kushi,Movie,Hesham Abdul Wahab;Chinmayi,Telugu,2023,Romantic,Soul,4.7,60,Medium,Saregama India Ltd,0.608,0.73,-5.687,0.0358,0.642,0.000102,0.0994,0.378,107.962
Almost Padipoyindhe Pilla ,Das Ka Dhamki,Movie,Leon James;Adithya RK,Telugu,2022,Romantic,Soul,3.55,58,Medium,Saregama,0.528,0.853,-6.398,0.256,0.456,0,0.564,0.934,111.983
Jai Balayya Mass Anthem ,Veera Simha Reddy,Movie,Thaman S;Kareemullah,Telugu,2022,Energetic,Dance,3.85,47,Medium,Sony Music Entertainment India Pvt. Ltd.,0.609,0.964,-5.844,0.213,0.582,0.0000564,0.302,0.831,79.026
Urike Urike ,Hit 2,Movie,MM Sreelekha;Sid Sriram;Ramya Behara,Telugu,2022,Romantic,Soul,4.59,66,Medium,Saregama,0.567,0.369,-9.413,0.0453,0.377,0,0.0939,0.179,113.341
Inthandham,Sita Ramam ,Movie,Vishal Chandrashekhar;S.P. Charan;Krishna Kanth,Telugu,2022,Romantic,Soul,3.65,63,Medium,Sony Music Entertainment India Pvt. Ltd.,0.669,0.371,-9.925,0.059,0.667,0,0.109,0.628,99.931
Kumkumala ,Brahmastra,Movie,Pritam;Sid Sriram;Chandra Bose,Telugu,2022,Romantic,Soul,4.64,60,Medium,Sony Music Entertainment India Pvt. Ltd.,0.584,0.614,-7.191,0.032,0.662,0.000363,0.11,0.409,94.009
Kalaavathi,Sarkaru Vaari Paata,Movie,Thaman S;Sid Sriram,Telugu,2022,Energetic,Dance,4.04,55,Medium,Saregama,0.392,0.574,-5.744,0.0336,0.627,0,0.532,0.446,65.528
Sirivennela,Sirivennela - Shyam Singha Roy - Telugu,Movie,Anurag Kulkarni;Mickey J. Meyer,Telugu,2021,Romantic,Soul,4.23,63,Medium,Saregama,0.504,0.639,-10.265,0.0356,0.814,0.00578,0.115,0.764,114.672
